Código producto	Descripción del producto	Descripción completa del producto	Tipo de producto	Tipo de canasta	Fecha inicio abastecimiento	Tipo de Bases
100000713	GEMFIBROZILO 300 MG CM/CM REC/CP	GEMFIBROZILO 300 MG COMPRIMIDO, COMPRIMIDO RECUBIERTO O CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO O CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000714	GENTAMICINA 0,3 %  SOL. OFT. FRA 5 ML	GENTAMICINA 0,3% SOLUCION PARA GOTAS OFTALMICAS FRASCO 5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000715	GENTAMICINA 80 MG/2ML SOL. INY. AM/FAM	GENTAMICINA 80 MG/2 ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA-INTRAMUSCULAR AMPOLLA O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000717	GLIBENCLAM./METFOR. 5/500 MG CM /CM REC	GLIBENCLAMIDA/METFORMINA 5/500 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000718	GLIBENCLAMIDA 5 MG CM/CM REC	GLIBENCLAMIDA 5 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO ENBLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO.COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000719	GLUCAGON 1 MG LIOF SOL INYECT FAM	GLUCAGON 1 MG POLVO LIOFILIZADO PARA SOLUCION INYECTABLE PARA ADMINISTRACION INTRAMUSCULAR-SUBCUTANEA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2021-02-01	341-2.3
100000721	GLUCOSA 5%  ENV. SEMIRIGIDO 250 ML	GLUCOSA 5% SOLUCION INYECTABLE PARA ADMINISTRACION INFUSION INTRAVENOSAENVASE SEMIRIGIDO 250 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR MATRAZ.	Sueros	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000725	GLUCOSA 5% ENV. SEMIRIGIDO 1 L	GLUCOSA 5% SOLUCION INYECTABLE PARA ADMINISTRACION INFUSION INTRAVENOSAENVASE SEMIRIGIDO 1 L. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR MATRAZ.	Sueros	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000726	GLUCOSA 5% BOLSA 1 L	GLUCOSA 5%  SOLUCION INYECTABLE PARA ADMINISTRACION INFUSION INTRAVENOSA BOLSA CON SITIO DE PUNCION 1 L. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR BOLSA.	Sueros	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000727	GLUCOSA 10%  ENV. SEMIRIGIDO 500 ML	GLUCOSA 10% SOLUCION INYECTABLE PARA ADMINISTRACION INFUSION INTRAVENOSA ENVASE SEMIRIGIDO 500 ML . ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR MATRAZ.	Sueros	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000729	GLUCOSA 10%  1000 ML ENV. SEMIRIGIDO	GLUCOSA 10% 1000 ML SOLUCION INYECTABLE PARA ADMINISTRACION INFUSIONINTRAVENOSA ENVASE DE POLIETILENO (SEMIRIGIDO). EMPAQUE RESISTENTE CONSELLOQUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR MATRAZ	Sueros	Canasta Esencial de Medicamentos	2020-07-01	341-2.1
100000730	GLUCOSA 30% SOL. INY. I.V.  AM/FAM 20 ML	GLUCOSA 30% SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA AMPOLLAO FRASCO AMPOLLA 20 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000733	GLUCOSAL. ISOT ENV.SEMIRIGIDO 500ML	GLUCOSALINO ISOTONICO SOLUCION INYECTABLE PARA ADMINISTRACION INFUSION INTRAVENOSA ENVASE SEMIRIGIDO 500 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR MATRAZ.	Sueros	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000734	GLUCOSAL. ISOT.  BOLSA 500 ML	GLUCOSALINO ISOTONICO SOLUCION INYECTABLE PARA ADMINISTRACION INFUSION INTRAVENOSA BOLSA CON SITIO DE PUNCION 500 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR BOLSA.	Sueros	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000735	GLUCOSAL ISOT. ENV.SEMIRIGIDO 1 L	GLUCOSALINO ISOTONICO SOLUCION INYECTABLE PARA ADMINISTRACION INFUSION INTRAVENOSA ENVASE SEMIRIGIDO 1 L. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR MATRAZ.	Sueros	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000738	GORRO VARON DESECHABLE	GORRO VARON,  DESECHABLE, CON TIRAS DOBLE COSTURA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000739	GORRO ENFERMERA DESECHABLE	GORRO ENFERMERA DESECHABLE, CONTORNO CON  ELASTICO . ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000748	GUANTE EXAMEN LATEX CHICO X UN	GUANTE EXAMEN DE LATEX TALLA S, CON POLVO, CONCENTRACION DE TALCO NO MAYOR AL 0,8% POR GUANTE.  ELONGACION A LA RUTURA MINIMA 500 %, RESISTENCIA A LA TENSION DE RUPTURA MINIMA 14 MPA. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000749	GUANTE EXAMEN LATEX GRANDE X UN	GUANTE EXAMEN DE LATEX TALLA L, CON POLVO, CONCENTRACION DE TALCO NO MAYOR AL 0,8% POR GUANTE.  ELONGACION A LA RUTURA MINIMA 500 %, RESISTENCIA A LA TENSION DE RUPTURA MINIMA 14 MPA. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000750	GUANTE EXAMEN LATEX MEDIANO X UN	GUANTE EXAMEN DE LATEX TALLA M, CON POLVO, CONCENTRACION DE TALCO NO MAYOR AL 0,8% POR GUANTE.  ELONGACION A LA RUTURA MINIMA 500 %, RESISTENCIA A LA TENSION DE RUPTURA MINIMA 14 MPA. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000751	GUANTE EXAMEN VINILO CHICO X UN	GUANTE EXAMEN DE VINILO TALLA S  CON POLVO, CONCENTRACION DE TALCO NO MAYOR AL 0,8% POR GUANTE. ELONGACION A LA RUTURA MINIMA 300 %, RESISTENCIA A LA TENSION DE RUPTURA MINIMA 9 MPA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000752	GUANTE EXAMEN VINILO GRANDE X UN	GUANTE EXAMEN DE VINILO TALLA L  CON POLVO, CONCENTRACION DE TALCO NO MAYOR AL 0,8% POR GUANTE. ELONGACION A LA RUTURA MINIMA 300 %, RESISTENCIA A LA TENSION DE RUPTURA MINIMA 9 MPA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000753	GUANTE EXAMEN VINILO MEDIANO X UN	GUANTE EXAMEN DE VINILO TALLA M  CON POLVO, CONCENTRACION DE TALCO NO MAYOR AL 0,8% POR GUANTE. ELONGACION A LA RUTURA MINIMA 300 %, RESISTENCIA A LA TENSION DE RUPTURA MINIMA 9 MPA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000755	GUANTE QUIRURGICO LATEX N-7,0  ESTER PAR	GUANTE DE LATEX  USO QUIRURGICO, ESTERIL  N-7,0. ENVASE INDIVIDUAL CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR PAR.	Insumos	Canasta general	2020-01-01	272
100000756	GUANTE QUIRURGICO LATEX N- 8,0 ESTER PAR	GUANTE DE LATEX  USO QUIRURGICO, ESTERIL  N-8,0. ENVASE INDIVIDUAL CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR PAR.	Insumos	Canasta general	2020-01-01	272
100000758	GUANTE QUIRURGICO LATEX N-6,5 ESTER PAR	GUANTE DE LATEX  USO QUIRURGICO, ESTERIL  N-6,5. ENVASE INDIVIDUAL CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR PAR.	Insumos	Canasta general	2020-01-01	272
100000760	GUANTE QUIRURGICO LATEX N-7,5 ESTER PAR	GUANTE DE LATEX  USO QUIRURGICO, ESTERIL  N-7,5. ENVASE INDIVIDUAL CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR PAR.	Insumos	Canasta general	2020-01-01	272
100000763	HALOPERIDOL 5 MG/1 ML SOL. INY. AM/FAM	HALOPERIDOL 5 MG/1 ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAMUSCULAR AMPOLLA O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUEASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCOAMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000764	HALOPERIDOL 1 MG CM	HALOPERIDOL 1 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000765	HALOPERIDOL 5 MG CM	HALOPERIDOL 5 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.  COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000766	HEPARINA SODICA 25.000 U.I./5 ML FAM/JRP	HEPARINA SODICA 25.000 U.I./5 ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA-SUBCUTANEA FRASCO AMPOLLA O JERINGA PRELLENADA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA O JERINGA PRELLENADA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100000767	HIDRALAZINA 50 MG CM/CM REC.	HIDRALAZINA 50 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.  COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000768	HIDROCLOROTIAZ./TRIAMTERENO 25/50 MG CM	HIDROCLOROTIAZIDA TRIAMTERENO 25/50 MG COMPRIMIDOS ENVASADO EN BLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000769	HIDROCLOROTIAZIDA 50 MG CM	HIDROCLOROTIAZIDA 50 MG COMPRIMIDO ENVASADO EN BLISTER ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000770	HIDROCORTISONA 20 MG CM	HIDROCORTISONA 20 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000771	HIDROCORTISONA 1% CREMA TU 10 A 20 G	HIDROCORTISONA 1% CREMA TUBO 10 A 20 G. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR POMO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000772	HIDROCORTISONA 100MG LIOF. P/SOL INY FAM	HIDROCORTISONA SUCCINATO 100 MG POLVO O POLVO LIOFILIZADO PARA SOLUCIONINYECTABLE PARA ADMINISTRACION INTRAVENOSA - INTRAMUSCULAR FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000773	HIDROCORTISONA 500MG LIOF. P/SOL INY FAM	HIDROCORTISONA SUCCINATO 500 MG POLVO O POLVO LIOFILIZADO PARA SOLUCIONINYECTABLE ADMINISTRACION INTRAVENOSA - INTRAMUSCULAR FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCOAMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000774	HIDROGEL 15 G TUBO	HIDROGEL TUBO 15 GRAMOS. ENVASE INDIVIDUAL ESTERIL CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. ENVASE VENTA MAXIMO 10 UN. COTIZAR POR TUBO.	Insumos	Canasta general	2020-01-01	272
100000775	HIDROXICLOROQUINA  200 MG CM/ CM REC	HIDROXICLOROQUINA 200 MG COMPRIMIDO, COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000776	HIDROXICARBAMIDA 500 MG  CP/CM	HIDROXICARBAMIDA 500 MG CAPSULA O COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA O COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000777	HIERRO 20MG/ML SOL. INY. I.V. AM/FAM 5ML	HIERRO 20 MG/ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA AMPOLLA O FRASCO AMPOLLA 5ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000790	HOJA BISTURI N-10	HOJA DE BISTURI N-10 DE UN SOLO CORTE, DE ACERO INOXIDABLE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000791	HOJA BISTURI N-11	HOJA DE BISTURI N-11. DE UN SOLO CORTE, DE ACERO INOXIDABLE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000796	HOJA BISTURI N-23	HOJA DE BISTURI N-23  DE UN SOLO CORTE, DE ACERO INOXIDABLE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000802	IBUPROFENO 100 MG/5 ML FRA 100 A 120 ML	IBUPROFENO 100 MG/5 ML SUSPENSION PARA ADMINISTRACION ORAL FRASCO 100 A120 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000803	IBUPROFENO 200 MG/5 ML FRA 100 A 120ML	IBUPROFENO 200 MG/5 ML SUSPENSION PARA ADMINISTRACION ORAL FRASCO 100 A120 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000806	IBUPROFENO 400 MG CM/CM REC./GG/CP	IBUPROFENO 400 MG COMPRIMIDO, COMPRIMIDO RECUBIERTO, GRAGEA O CAPSULA  ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO, GRAGEA O CAPSULA .	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000808	IFOSFAMIDA 1G LIOFILIZADO SOL INYEC FAM	IFOSFAMIDA 1G POLVO LIOFILIZADO PARA SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000809	IMATINIB 100 MG CP/CM REC.	IMATINIB 100 MG CAPSULA O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA O COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000810	IMIPENEM-CILASTATINA 500/500 MG LIOF FAM	IMIPENEM-CILASTATINA SODICA 500/500 MG POLVO O POLVO LIOFILIZADO PARA SOLUCION INYECTABLE INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000811	IMIPRAMINA 25MG CM/CM REC/GG/CP	IMIPRAMINA 25 MG COMPRIMIDO, COMPRIMIDO RECUBIERTO, GRAGEA O CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDOS, GARGEAS O CAPSULAS	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000812	INDOMETACINA 25 MG CM/CP	INDOMETACINA 25 MG COMPRIMIDO O CAPSULA  ENVASADO EN BLISTER. ENVASERE SISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR PORCOMPRIMIDO O CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000813	INDOMETACINA 1 MG POLVO LIOF. FAM	INDOMETACINA 1 MG POLVO LIOFILIZADO PARA SOLUCION INYECTABLE ADMINISTRACION INTRAVENOSA FRASCO AMPOLLA. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000815	INMUNOGL ANTI-Rho(D) 0,25A 0,3MG FAM/JRP	INMUNOGLOBULINA HUMANA ANTI-Rho (D) 0,25 A 0,3 MG EN FRASCO AMPOLLA  O JERINGA PRELLENADA HASTA 2ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA O JERINGA PRELLENADA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100000822	INSULINA CRIS. HUMAN 100 UI/ML FAM 10 ML	INSULINA CRISTALINA HUMANA MONOCOMPONENTE ADN RECOMBINANTE 100 U.I./MSUSPENSION O SOLUCION INYECTABLE FRASCO AMPOLLA 10 ML. ENVASE INDIVIDUALRESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100000824	INSULINA NPH HUMANA 100 UI/ML FAM 10 ML	INSULINA HUMANA MONOCOMPONENTE ISOFANICA NPH ADN RECOMBINANTE100U.I./MLSUSPENSION INYECTABLE FRASCO AMPOLLA 10 ML. ENVASE INDIVIDUALRESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCOAMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100000829	IPRATROPIO 0,25MG/ML  SOL P/NEB FRA 20ML	IPRATROPIO 0,25 MG/ML SOLUCION PARA NEBULIZAR FRASCO GOTARIO 20 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000830	IPRATROPIO 20MCG/DO S/CFC FRA 200-270 DO	IPRATROPIO 20 MCG/DOSIS INHALADOR PRESURIZADO LIBRE CFC FRASCO 200 A 270 DOSIS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000836	ISOSORBIDE DINITRATO 10 MG CM/CM REC	ISOSORBIDE DINITRATO 10 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDOS	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000837	ITRACONAZOL 100 MG CP	ITRACONAZOL 100 MG CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000838	JER INS 1 ML 100 UI/A. FIJA 29-30G X 8MM	JERINGA 1ML (100 UI) PARA INSULINA CON AGUJA FIJA 29 A 30 G X 8 MM LARGO CON TOPE DE GOMA GRADUACION VISIBLE EMBOLO CON LUBRICACION LIBRE DE LATEX DESECHABLE ENVASE INDIVIDUAL CON PESTAÑA ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000839	JERINGA 10 ML BAJA RESISTENCIA (ANEST)	JERINGA BAJA RESISTENCIA 8 A 10 ML DESECHABLE (PARA ESPACIO EPIDURAL) ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000840	JERINGA 10 ML C/AG 21G X1,5 LUER SLIP	JERINGA 10 ML CON AGUJA 21 G X 1,5  PULGADAS LUER SLIP CON TOPE GOMA LIBRE DE LATEX DESECHABLE ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000842	JERINGA 10 ML C/AG. 21G X1,5 LUER LOCK	JERINGA 10 ML CON AGUJA 21G X 1,5  PULGADAS PUNTA LUER LOCK CON TOPE DEGOMA LIBRE LATEX DESECHABLE ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000844	JERINGA 20 ML C/AG. 21GX 1,5 LUER LOCK	JERINGA 20 ML CON AGUJA 21 G X 1,5 PULGADAS PUNTA LUER LOCK CON TOPE DEGOMA LIBRE DE LATEX DESECHABLE ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000845	JERINGA 20 ML S/AGUJA PUNTA LUER SLIP	JERINGA 20 ML SIN AGUJA PUNTA LUER SLIP CON TOPE DE GOMA LIBRE DE LATEXDESECHABLE ENVASE INDIVIDUAL ESTERIL ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000846	JERINGA 20 ML S/AGUJA PUNTA LUER LOCK	JERINGA 20 ML SIN AGUJA PUNTA LUER LOCK CON TOPE DE GOMA  LIBRE DE LATEX  DESECHABLE ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000848	JERINGA 2,5-3 ML C/AG 21G X 1,5 L-LOCK	JERINGA 2,5 A 3 ML CON AGUJA 21 G X 1,5 PULGADAS PUNTA LUER LOCK CON TOPE DE GOMA LIBRE DE LATEX DESECHABLE ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
